investor_id,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV001148,Punjab,Chandigarh,T30,56+,Male,26.7,Verified
INV000300,Madhya Pradesh,Bhopal,B30,18-25,Male,3.8,Verified
INV000455,Punjab,Chandigarh,T30,18-25,Male,3.2,Verified
INV000506,Gujarat,Ahmedabad,T30,36-45,Female,43.0,Verified
INV000877,Telangana,Hyderabad,T30,36-45,Female,15.8,Verified
INV001841,Madhya Pradesh,Bhopal,B30,36-45,Male,41.3,Verified
INV001488,Punjab,Chandigarh,T30,18-25,Female,5.2,Verified
INV004113,Gujarat,Ahmedabad,T30,36-45,Male,51.8,Pending
INV004923,Karnataka,Mysore,B30,26-35,Male,19.3,Verified
INV004715,Tamil Nadu,Chennai,T30,46-55,Male,56.9,Verified
INV000417,Haryana,Gurugram,T30,26-35,Female,13.5,Pending
INV001349,Haryana,Gurugram,T30,18-25,Female,5.3,Pending
INV001381,Karnataka,Mysore,B30,26-35,Male,7.3,Verified
INV003254,Uttar Pradesh,Lucknow,T30,26-35,Male,9.5,Verified
INV003006,West Bengal,Kolkata,T30,26-35,Male,9.5,Verified
INV004383,Madhya Pradesh,Bhopal,B30,36-45,Female,23.8,Verified
INV004098,Delhi,Noida,T30,26-35,Male,11.3,Verified
INV002906,Telangana,Hyderabad,T30,26-35,Male,19.9,Verified
INV004816,Karnataka,Bangalore,T30,18-25,Male,4.1,Verified
INV000366,Telangana,Hyderabad,T30,36-45,Male,55.4,Verified
INV000187,Karnataka,Bangalore,T30,56+,Male,13.4,Verified
INV000918,Delhi,Gurugram,T30,26-35,Male,23.2,Verified
INV001787,Maharashtra,Nashik,B30,56+,Female,37.0,Verified
INV002064,Uttar Pradesh,Lucknow,T30,18-25,Male,3.5,Verified
INV004842,Rajasthan,Udaipur,B30,46-55,Male,32.8,Verified
INV004689,West Bengal,Kolkata,T30,26-35,Male,25.0,Verified
INV004566,Punjab,Chandigarh,T30,26-35,Male,20.1,Pending
INV004307,Haryana,Faridabad,B30,26-35,Male,19.3,Verified
INV000641,Punjab,Amritsar,B30,26-35,Male,14.5,Verified
INV002293,Tamil Nadu,Coimbatore,B30,26-35,Female,24.3,Verified
INV002251,Punjab,Chandigarh,T30,26-35,Female,16.8,Verified
INV002020,Karnataka,Mysore,B30,18-25,Male,5.8,Verified
INV001731,Madhya Pradesh,Bhopal,B30,46-55,Male,30.4,Verified
INV002688,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Pending
INV003792,Maharashtra,Pune,T30,46-55,Male,17.9,Verified
INV004606,Gujarat,Surat,T30,36-45,Male,57.2,Verified
INV004882,Madhya Pradesh,Bhopal,B30,26-35,Male,15.2,Verified
INV000760,West Bengal,Kolkata,T30,36-45,Male,29.2,Pending
INV000967,Gujarat,Ahmedabad,T30,26-35,Female,12.2,Verified
INV002710,Haryana,Faridabad,B30,26-35,Male,22.6,Verified
INV002330,Madhya Pradesh,Indore,T30,26-35,Female,17.5,Verified
INV002810,Punjab,Amritsar,B30,36-45,Male,33.2,Verified
INV003922,Tamil Nadu,Chennai,T30,56+,Male,59.9,Verified
INV004895,Delhi,Noida,T30,36-45,Male,43.2,Verified
INV000756,Tamil Nadu,Chennai,T30,36-45,Male,44.2,Verified
INV000848,Tamil Nadu,Chennai,T30,26-35,Male,20.4,Verified
INV001330,Delhi,Gurugram,T30,46-55,Male,76.9,Verified
INV001292,Punjab,Chandigarh,T30,46-55,Male,22.9,Verified
INV003931,Madhya Pradesh,Indore,T30,26-35,Male,17.7,Verified
INV002871,Delhi,Gurugram,T30,26-35,Male,15.2,Verified
INV004618,Gujarat,Ahmedabad,T30,18-25,Male,6.7,Verified
INV000080,Telangana,Hyderabad,T30,26-35,Male,12.4,Verified
INV003384,Tamil Nadu,Coimbatore,B30,36-45,Male,51.8,Verified
INV003257,Rajasthan,Jaipur,T30,56+,Male,34.8,Verified
INV003096,Uttar Pradesh,Kanpur,B30,26-35,Male,12.4,Pending
INV003768,Telangana,Hyderabad,T30,18-25,Male,4.9,Verified
INV003805,Madhya Pradesh,Indore,T30,26-35,Female,17.0,Verified
INV004057,Rajasthan,Jaipur,T30,26-35,Male,9.9,Verified
INV004687,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Verified
INV000020,Delhi,Noida,T30,36-45,Female,17.0,Pending
INV002081,Telangana,Hyderabad,T30,26-35,Male,14.2,Verified
INV000715,Uttar Pradesh,Agra,B30,26-35,Male,24.2,Verified
INV001920,Madhya Pradesh,Indore,T30,36-45,Female,24.5,Verified
INV004224,Haryana,Faridabad,B30,56+,Male,34.4,Verified
INV001033,Punjab,Amritsar,B30,36-45,Male,19.9,Pending
INV001144,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Verified
INV000509,Madhya Pradesh,Bhopal,B30,56+,Male,26.5,Pending
INV001240,Madhya Pradesh,Indore,T30,18-25,Male,7.6,Verified
INV001968,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Verified
INV002480,West Bengal,Kolkata,T30,26-35,Male,20.5,Verified
INV004944,West Bengal,Kolkata,T30,18-25,Male,4.5,Verified
INV004010,Telangana,Hyderabad,T30,36-45,Male,37.1,Verified
INV002183,Uttar Pradesh,Kanpur,B30,46-55,Female,98.2,Verified
INV000537,Uttar Pradesh,Lucknow,T30,36-45,Female,42.3,Verified
INV000883,Tamil Nadu,Chennai,T30,18-25,Female,3.7,Pending
INV001267,Uttar Pradesh,Kanpur,B30,46-55,Female,26.8,Verified
INV003431,Karnataka,Mysore,B30,18-25,Male,6.3,Verified
INV004405,Madhya Pradesh,Indore,T30,36-45,Female,35.9,Pending
INV004528,Madhya Pradesh,Indore,T30,46-55,Male,82.5,Verified
INV000066,Haryana,Faridabad,B30,56+,Male,64.2,Verified
INV000077,Rajasthan,Jaipur,T30,36-45,Male,23.0,Verified
INV000219,Gujarat,Ahmedabad,T30,26-35,Male,22.3,Verified
INV000970,Tamil Nadu,Coimbatore,B30,46-55,Male,28.8,Pending
INV003330,Gujarat,Surat,T30,46-55,Female,44.1,Verified
INV003197,Punjab,Chandigarh,T30,26-35,Male,24.7,Pending
INV004952,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Verified
INV002299,Karnataka,Mysore,B30,36-45,Female,26.8,Verified
INV000453,Rajasthan,Udaipur,B30,46-55,Male,40.4,Verified
INV000748,Uttar Pradesh,Agra,B30,26-35,Male,18.7,Verified
INV000916,Maharashtra,Nashik,B30,26-35,Male,9.1,Verified
INV001263,Rajasthan,Jaipur,T30,36-45,Male,54.6,Verified
INV002004,Uttar Pradesh,Agra,B30,18-25,Male,7.3,Verified
INV002451,Punjab,Chandigarh,T30,18-25,Male,6.6,Verified
INV001986,Madhya Pradesh,Indore,T30,36-45,Female,17.4,Verified
INV003217,Delhi,Noida,T30,56+,Male,18.3,Verified
INV003401,Rajasthan,Jaipur,T30,26-35,Female,18.1,Verified
INV001780,Punjab,Amritsar,B30,46-55,Male,84.1,Verified
INV000206,Punjab,Amritsar,B30,26-35,Male,9.8,Verified
INV001203,Uttar Pradesh,Lucknow,T30,18-25,Male,5.0,Verified
INV001450,Rajasthan,Udaipur,B30,26-35,Female,16.8,Verified
INV001669,West Bengal,Kolkata,T30,26-35,Female,6.3,Verified
INV000897,Maharashtra,Nashik,B30,36-45,Male,22.3,Verified
INV003482,Madhya Pradesh,Indore,T30,18-25,Female,6.3,Verified
INV004061,Punjab,Chandigarh,T30,26-35,Male,22.2,Pending
INV002781,Tamil Nadu,Chennai,T30,26-35,Female,13.3,Verified
INV001076,Delhi,Noida,T30,26-35,Female,6.2,Verified
INV001294,Telangana,Hyderabad,T30,56+,Female,14.3,Verified
INV001542,Uttar Pradesh,Lucknow,T30,36-45,Male,49.1,Verified
INV002457,Gujarat,Surat,T30,36-45,Male,39.2,Verified
INV003246,Gujarat,Ahmedabad,T30,26-35,Male,12.7,Verified
INV000503,Madhya Pradesh,Bhopal,B30,26-35,Female,22.2,Verified
INV003447,West Bengal,Kolkata,T30,26-35,Male,7.0,Verified
INV003313,Delhi,Noida,T30,26-35,Male,16.1,Verified
INV003253,West Bengal,Kolkata,T30,56+,Male,30.2,Verified
INV002991,Tamil Nadu,Chennai,T30,26-35,Female,13.0,Verified
INV002971,Tamil Nadu,Coimbatore,B30,36-45,Male,48.3,Verified
INV002203,Karnataka,Mysore,B30,46-55,Male,25.9,Verified
INV000647,Punjab,Chandigarh,T30,46-55,Male,46.5,Verified
INV000412,Rajasthan,Udaipur,B30,18-25,Male,7.4,Verified
INV000362,Telangana,Hyderabad,T30,26-35,Male,10.9,Verified
INV001556,Maharashtra,Nashik,B30,18-25,Male,3.3,Verified
INV001357,Gujarat,Ahmedabad,T30,36-45,Female,58.4,Verified
INV004350,Delhi,Noida,T30,36-45,Male,13.0,Verified
INV004680,Punjab,Chandigarh,T30,36-45,Male,26.8,Verified
INV001012,Karnataka,Mysore,B30,26-35,Female,17.6,Verified
INV001247,West Bengal,Kolkata,T30,36-45,Male,48.1,Verified
INV002024,West Bengal,Kolkata,T30,26-35,Male,17.6,Verified
INV001666,Madhya Pradesh,Bhopal,B30,36-45,Male,58.1,Pending
INV001657,Madhya Pradesh,Bhopal,B30,56+,Male,41.6,Verified
INV002973,Uttar Pradesh,Kanpur,B30,26-35,Male,16.7,Verified
INV003456,Telangana,Hyderabad,T30,26-35,Male,7.5,Verified
INV004806,Madhya Pradesh,Indore,T30,18-25,Male,7.4,Verified
INV000090,Rajasthan,Udaipur,B30,26-35,Female,23.7,Verified
INV001475,Madhya Pradesh,Indore,T30,36-45,Male,35.0,Verified
INV003433,Rajasthan,Jaipur,T30,26-35,Female,9.1,Verified
INV002820,Rajasthan,Jaipur,T30,18-25,Male,7.5,Verified
INV002589,Haryana,Gurugram,T30,26-35,Male,23.3,Verified
INV001408,Telangana,Hyderabad,T30,26-35,Female,6.7,Verified
INV002377,Madhya Pradesh,Bhopal,B30,18-25,Male,7.1,Verified
INV002479,Haryana,Gurugram,T30,18-25,Male,3.3,Verified
INV001582,Rajasthan,Udaipur,B30,46-55,Male,25.4,Verified
INV003323,Delhi,Noida,T30,46-55,Male,22.4,Verified
INV002636,West Bengal,Kolkata,T30,56+,Female,21.0,Verified
INV002279,Delhi,Gurugram,T30,36-45,Male,25.1,Verified
INV002821,Gujarat,Ahmedabad,T30,36-45,Male,49.9,Verified
INV004333,Telangana,Hyderabad,T30,36-45,Female,14.8,Pending
INV003963,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Verified
INV000620,Telangana,Hyderabad,T30,26-35,Male,16.1,Verified
INV000323,Telangana,Hyderabad,T30,26-35,Female,23.0,Verified
INV000753,Haryana,Faridabad,B30,46-55,Male,82.4,Verified
INV001900,Tamil Nadu,Coimbatore,B30,36-45,Female,19.7,Verified
INV004481,Rajasthan,Jaipur,T30,46-55,Male,60.1,Verified
INV000381,Telangana,Hyderabad,T30,36-45,Female,41.2,Verified
INV001840,Uttar Pradesh,Agra,B30,18-25,Male,5.6,Verified
INV001162,Gujarat,Surat,T30,46-55,Female,90.5,Verified
INV001100,Rajasthan,Udaipur,B30,36-45,Male,43.0,Verified
INV003857,Madhya Pradesh,Indore,T30,18-25,Male,3.8,Verified
INV003914,Karnataka,Bangalore,T30,26-35,Male,8.9,Verified
INV004920,Rajasthan,Jaipur,T30,56+,Male,16.3,Verified
INV004599,West Bengal,Kolkata,T30,36-45,Male,22.8,Verified
INV004198,West Bengal,Kolkata,T30,26-35,Male,6.1,Verified
INV000867,Delhi,Noida,T30,26-35,Male,20.6,Verified
INV000696,Madhya Pradesh,Indore,T30,26-35,Male,10.7,Verified
INV000876,Tamil Nadu,Chennai,T30,26-35,Male,17.4,Verified
INV001243,Uttar Pradesh,Agra,B30,36-45,Male,14.1,Verified
INV001893,Punjab,Chandigarh,T30,26-35,Female,12.7,Verified
INV001487,Telangana,Hyderabad,T30,36-45,Male,59.8,Verified
INV004940,Karnataka,Bangalore,T30,36-45,Male,16.1,Verified
INV004596,Rajasthan,Udaipur,B30,26-35,Male,22.8,Verified
INV001107,Gujarat,Ahmedabad,T30,26-35,Male,19.5,Verified
INV000373,Gujarat,Surat,T30,26-35,Male,8.0,Verified
INV002341,West Bengal,Kolkata,T30,36-45,Female,50.8,Verified
INV002109,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,Verified
INV001984,Delhi,Gurugram,T30,26-35,Female,7.2,Verified
INV004921,Karnataka,Bangalore,T30,18-25,Male,3.9,Verified
INV004904,Tamil Nadu,Chennai,T30,26-35,Female,8.6,Verified
INV004158,Punjab,Chandigarh,T30,18-25,Female,6.7,Verified
INV002122,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Verified
INV000938,Telangana,Hyderabad,T30,36-45,Male,24.5,Verified
INV003351,Delhi,New Delhi,T30,26-35,Male,9.5,Verified
INV002833,Gujarat,Ahmedabad,T30,46-55,Female,52.9,Verified
INV000364,Delhi,Noida,T30,26-35,Male,9.1,Verified
INV002840,Gujarat,Surat,T30,26-35,Female,12.0,Verified
INV004171,Tamil Nadu,Coimbatore,B30,26-35,Female,19.1,Verified
INV000003,Gujarat,Ahmedabad,T30,26-35,Female,10.6,Verified
INV001074,Gujarat,Ahmedabad,T30,56+,Female,57.4,Verified
INV001633,Gujarat,Surat,T30,26-35,Male,6.8,Verified
INV004728,Maharashtra,Pune,T30,46-55,Female,22.0,Verified
INV004255,Punjab,Amritsar,B30,26-35,Female,17.1,Verified
INV003657,Delhi,Noida,T30,36-45,Female,55.4,Verified
INV000531,Delhi,Gurugram,T30,56+,Male,64.9,Verified
INV000866,Uttar Pradesh,Lucknow,T30,46-55,Male,75.7,Verified
INV001147,Tamil Nadu,Coimbatore,B30,36-45,Female,14.6,Verified
INV002963,Uttar Pradesh,Agra,B30,26-35,Male,24.0,Verified
INV003679,Maharashtra,Mumbai,T30,56+,Male,49.2,Verified
INV000686,Madhya Pradesh,Indore,T30,36-45,Male,51.9,Verified
INV004937,Tamil Nadu,Chennai,T30,46-55,Male,96.7,Verified
INV000930,Rajasthan,Udaipur,B30,18-25,Female,4.1,Verified
INV001808,Punjab,Chandigarh,T30,26-35,Female,7.0,Pending
INV003969,Karnataka,Bangalore,T30,46-55,Male,76.3,Pending
INV004730,Maharashtra,Mumbai,T30,36-45,Male,32.6,Verified
INV002084,Punjab,Chandigarh,T30,18-25,Male,5.4,Pending
INV000342,Gujarat,Surat,T30,36-45,Male,49.6,Verified
INV002470,Telangana,Hyderabad,T30,46-55,Female,26.1,Verified
INV004675,Maharashtra,Mumbai,T30,18-25,Male,5.1,Verified
INV004862,Telangana,Hyderabad,T30,26-35,Female,18.6,Verified
INV002210,Madhya Pradesh,Bhopal,B30,18-25,Male,4.8,Verified
INV000221,Uttar Pradesh,Agra,B30,36-45,Female,46.2,Verified
INV000981,West Bengal,Kolkata,T30,36-45,Female,59.7,Verified
INV002784,Karnataka,Mysore,B30,26-35,Male,17.7,Verified
INV004144,West Bengal,Kolkata,T30,26-35,Female,18.9,Verified
INV001112,Delhi,Gurugram,T30,46-55,Male,82.5,Verified
INV002022,Tamil Nadu,Coimbatore,B30,26-35,Male,6.8,Verified
INV003035,Telangana,Hyderabad,T30,18-25,Male,6.8,Verified
INV002226,Gujarat,Surat,T30,46-55,Female,29.3,Verified
INV000670,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Verified
INV001620,Punjab,Amritsar,B30,26-35,Male,8.1,Verified
INV001305,Rajasthan,Jaipur,T30,26-35,Female,15.7,Verified
INV004166,Telangana,Hyderabad,T30,26-35,Male,6.1,Verified
INV004111,Tamil Nadu,Chennai,T30,36-45,Male,27.4,Verified
INV004503,Gujarat,Ahmedabad,T30,36-45,Male,14.9,Verified
INV003265,Rajasthan,Jaipur,T30,36-45,Female,46.8,Verified
INV000878,Tamil Nadu,Coimbatore,B30,36-45,Female,33.4,Verified
INV001426,Delhi,Gurugram,T30,36-45,Female,23.8,Verified
INV001474,Karnataka,Mysore,B30,26-35,Male,12.8,Verified
INV004782,Delhi,Gurugram,T30,26-35,Male,12.1,Verified
INV003988,Punjab,Amritsar,B30,26-35,Male,19.1,Verified
INV002172,Rajasthan,Jaipur,T30,46-55,Female,56.0,Verified
INV001373,Madhya Pradesh,Indore,T30,26-35,Female,22.6,Verified
INV000564,Maharashtra,Nashik,B30,56+,Female,58.4,Verified
INV002998,Madhya Pradesh,Indore,T30,36-45,Male,38.4,Verified
INV002371,Haryana,Faridabad,B30,26-35,Female,20.9,Verified
INV003471,Maharashtra,Nashik,B30,36-45,Male,15.0,Verified
INV004238,Haryana,Faridabad,B30,36-45,Male,40.2,Pending
INV004097,Gujarat,Ahmedabad,T30,56+,Male,52.9,Verified
INV000272,Karnataka,Mysore,B30,46-55,Male,24.8,Verified
INV001855,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Verified
INV001817,Maharashtra,Nashik,B30,26-35,Male,13.1,Verified
INV001601,Rajasthan,Udaipur,B30,26-35,Female,24.1,Verified
INV004272,Madhya Pradesh,Bhopal,B30,46-55,Female,25.5,Pending
INV003852,Maharashtra,Mumbai,T30,56+,Male,12.2,Verified
INV004485,Haryana,Faridabad,B30,18-25,Male,6.6,Pending
INV004251,Tamil Nadu,Chennai,T30,36-45,Male,37.9,Verified
INV003039,Rajasthan,Jaipur,T30,46-55,Female,85.3,Verified
INV000064,Uttar Pradesh,Kanpur,B30,18-25,Female,3.5,Pending
INV002723,West Bengal,Kolkata,T30,36-45,Female,54.4,Verified
INV004543,Karnataka,Mysore,B30,36-45,Female,50.1,Verified
INV004795,Uttar Pradesh,Kanpur,B30,36-45,Female,21.9,Verified
INV000845,Uttar Pradesh,Kanpur,B30,36-45,Male,17.5,Verified
INV001258,Karnataka,Mysore,B30,36-45,Male,42.4,Pending
INV001541,Delhi,New Delhi,T30,26-35,Male,12.4,Pending
INV003879,West Bengal,Kolkata,T30,26-35,Male,13.6,Verified
INV004060,Delhi,New Delhi,T30,46-55,Male,19.2,Verified
INV001177,Uttar Pradesh,Agra,B30,26-35,Female,12.5,Verified
INV000406,Rajasthan,Jaipur,T30,26-35,Male,20.8,Verified
INV002291,Telangana,Hyderabad,T30,26-35,Male,8.2,Verified
INV000436,Rajasthan,Jaipur,T30,26-35,Male,14.4,Verified
INV001991,West Bengal,Kolkata,T30,26-35,Male,13.9,Verified
INV003486,Gujarat,Surat,T30,36-45,Female,13.3,Verified
INV003299,Gujarat,Ahmedabad,T30,18-25,Male,5.2,Verified
INV003266,Maharashtra,Nashik,B30,26-35,Male,6.8,Verified
INV002775,Haryana,Faridabad,B30,18-25,Female,5.9,Verified
INV000863,Maharashtra,Nashik,B30,36-45,Male,13.1,Verified
INV000160,Tamil Nadu,Chennai,T30,36-45,Female,26.8,Verified
INV002078,Haryana,Faridabad,B30,18-25,Male,6.4,Verified
INV003827,Tamil Nadu,Chennai,T30,26-35,Male,12.1,Verified
INV000792,Madhya Pradesh,Bhopal,B30,26-35,Female,14.0,Verified
INV000940,Telangana,Hyderabad,T30,36-45,Female,35.7,Verified
INV001412,Punjab,Amritsar,B30,46-55,Female,73.4,Verified
INV001756,Tamil Nadu,Coimbatore,B30,26-35,Female,8.9,Verified
INV003995,Uttar Pradesh,Agra,B30,36-45,Female,33.8,Verified
INV002544,Haryana,Faridabad,B30,26-35,Male,7.4,Verified
INV004793,Madhya Pradesh,Indore,T30,36-45,Female,26.3,Verified
INV000479,Maharashtra,Pune,T30,18-25,Male,4.2,Verified
INV001889,Gujarat,Surat,T30,26-35,Male,18.3,Verified
INV001469,Karnataka,Bangalore,T30,56+,Male,74.7,Verified
INV002907,Punjab,Chandigarh,T30,56+,Male,33.4,Verified
INV003199,Delhi,Noida,T30,46-55,Male,52.5,Verified
INV001248,Karnataka,Bangalore,T30,56+,Male,76.3,Verified
INV002125,Haryana,Faridabad,B30,26-35,Female,7.9,Verified
INV004086,Maharashtra,Nashik,B30,46-55,Male,54.9,Verified
INV003884,Rajasthan,Udaipur,B30,18-25,Male,6.6,Verified
INV000229,Punjab,Amritsar,B30,26-35,Male,11.0,Verified
INV001201,Haryana,Gurugram,T30,56+,Female,32.5,Verified
INV000995,Delhi,New Delhi,T30,56+,Male,34.6,Verified
INV003296,Haryana,Gurugram,T30,26-35,Female,11.3,Verified
INV003269,Telangana,Hyderabad,T30,56+,Male,17.5,Verified
INV003993,Tamil Nadu,Chennai,T30,46-55,Male,32.2,Verified
INV003024,Maharashtra,Pune,T30,36-45,Female,43.1,Verified
INV002496,Karnataka,Mysore,B30,36-45,Male,40.5,Verified
INV001710,Delhi,New Delhi,T30,56+,Male,33.0,Verified
INV004438,Gujarat,Ahmedabad,T30,26-35,Female,23.2,Verified
INV001786,Madhya Pradesh,Indore,T30,18-25,Male,7.8,Verified
INV004760,Uttar Pradesh,Lucknow,T30,18-25,Male,4.8,Verified
INV004393,Telangana,Hyderabad,T30,26-35,Female,21.5,Verified
INV000794,Karnataka,Mysore,B30,56+,Male,26.7,Verified
INV000831,Punjab,Chandigarh,T30,36-45,Male,34.6,Verified
INV000613,Uttar Pradesh,Lucknow,T30,26-35,Male,11.5,Verified
INV002222,Punjab,Amritsar,B30,26-35,Male,8.7,Verified
INV002068,Delhi,Gurugram,T30,18-25,Female,3.1,Verified
INV003172,Delhi,Gurugram,T30,26-35,Male,21.5,Pending
INV004821,Tamil Nadu,Coimbatore,B30,26-35,Female,21.6,Verified
INV004194,Tamil Nadu,Chennai,T30,36-45,Female,25.3,Verified
INV001224,West Bengal,Kolkata,T30,18-25,Female,6.8,Verified
INV000050,Maharashtra,Pune,T30,36-45,Male,13.4,Verified
INV001431,Haryana,Gurugram,T30,56+,Male,59.4,Verified
INV002522,Rajasthan,Jaipur,T30,26-35,Female,6.3,Verified
INV002425,Madhya Pradesh,Bhopal,B30,26-35,Male,18.1,Verified
INV003839,Gujarat,Surat,T30,26-35,Female,11.5,Pending
INV000170,Haryana,Gurugram,T30,36-45,Female,12.4,Verified
INV002579,Maharashtra,Mumbai,T30,36-45,Male,30.1,Verified
INV002713,Rajasthan,Udaipur,B30,26-35,Female,6.7,Verified
INV002655,Haryana,Faridabad,B30,56+,Male,44.4,Verified
INV003948,Madhya Pradesh,Indore,T30,18-25,Female,7.5,Verified
INV004418,Haryana,Faridabad,B30,26-35,Female,23.2,Verified
INV002438,Uttar Pradesh,Kanpur,B30,56+,Male,37.9,Verified
INV002079,Rajasthan,Udaipur,B30,26-35,Male,10.1,Verified
INV000744,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,Verified
INV003690,Delhi,Gurugram,T30,36-45,Female,53.2,Verified
INV004893,Delhi,Gurugram,T30,36-45,Male,32.6,Verified
INV004499,Uttar Pradesh,Kanpur,B30,18-25,Female,6.6,Verified
INV001319,Delhi,Gurugram,T30,26-35,Female,20.8,Verified
INV000660,Punjab,Chandigarh,T30,36-45,Male,14.1,Verified
INV001371,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Pending
INV000561,Rajasthan,Jaipur,T30,36-45,Male,37.3,Verified
INV000815,Karnataka,Mysore,B30,26-35,Male,9.2,Verified
INV001446,Delhi,Noida,T30,26-35,Male,6.6,Verified
INV002715,Madhya Pradesh,Bhopal,B30,26-35,Male,19.8,Verified
INV004136,Gujarat,Surat,T30,18-25,Male,3.2,Verified
INV000240,West Bengal,Kolkata,T30,26-35,Female,6.8,Verified
INV000993,Madhya Pradesh,Indore,T30,26-35,Female,14.7,Verified
INV001949,Rajasthan,Jaipur,T30,36-45,Male,43.2,Verified
INV003156,West Bengal,Kolkata,T30,26-35,Female,12.7,Verified
INV002021,Maharashtra,Pune,T30,36-45,Male,38.6,Verified
INV004584,Uttar Pradesh,Kanpur,B30,56+,Male,47.5,Verified
INV000700,Gujarat,Ahmedabad,T30,56+,Female,71.3,Verified
INV000402,Telangana,Hyderabad,T30,18-25,Male,4.8,Verified
INV001577,West Bengal,Kolkata,T30,46-55,Male,48.9,Verified
INV004029,Tamil Nadu,Coimbatore,B30,36-45,Male,31.9,Verified
INV003032,Punjab,Amritsar,B30,36-45,Male,51.8,Verified
INV004054,Tamil Nadu,Chennai,T30,26-35,Female,6.4,Verified
INV004382,Haryana,Gurugram,T30,56+,Male,31.3,Verified
INV004788,Punjab,Amritsar,B30,18-25,Male,5.0,Verified
INV001503,Telangana,Hyderabad,T30,18-25,Male,6.4,Verified
INV003186,Maharashtra,Pune,T30,26-35,Male,13.6,Verified
INV002624,West Bengal,Kolkata,T30,26-35,Male,8.7,Verified
INV002569,Maharashtra,Nashik,B30,36-45,Female,16.5,Verified
INV003510,Uttar Pradesh,Kanpur,B30,46-55,Male,72.7,Verified
INV000951,Punjab,Chandigarh,T30,46-55,Male,72.6,Verified
INV003490,Punjab,Chandigarh,T30,26-35,Male,11.6,Verified
INV004772,Gujarat,Ahmedabad,T30,46-55,Male,26.1,Verified
INV002541,Karnataka,Mysore,B30,46-55,Male,63.8,Verified
INV000301,Gujarat,Ahmedabad,T30,56+,Male,14.8,Verified
INV000376,Tamil Nadu,Chennai,T30,18-25,Male,3.0,Verified
INV001306,Telangana,Hyderabad,T30,18-25,Female,4.1,Verified
INV004006,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,Pending
INV004768,Delhi,Noida,T30,46-55,Female,98.4,Verified
INV004966,Rajasthan,Jaipur,T30,26-35,Male,13.8,Verified
INV004824,Uttar Pradesh,Agra,B30,26-35,Male,15.3,Verified
INV002918,Madhya Pradesh,Bhopal,B30,36-45,Female,18.6,Verified
INV000254,Haryana,Gurugram,T30,18-25,Female,3.7,Verified
INV003122,Telangana,Hyderabad,T30,26-35,Male,8.3,Verified
INV000152,Haryana,Faridabad,B30,56+,Female,58.1,Verified
INV002703,Punjab,Amritsar,B30,18-25,Male,3.1,Verified
INV002427,Karnataka,Mysore,B30,18-25,Female,6.5,Verified
INV002074,Karnataka,Bangalore,T30,26-35,Female,6.1,Verified
INV002444,Uttar Pradesh,Lucknow,T30,18-25,Female,3.8,Verified
INV004572,Tamil Nadu,Coimbatore,B30,46-55,Female,79.2,Verified
INV003971,Haryana,Gurugram,T30,26-35,Male,14.1,Verified
INV001788,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Verified
INV003337,Tamil Nadu,Chennai,T30,26-35,Female,21.7,Verified
INV003816,West Bengal,Kolkata,T30,26-35,Female,17.0,Verified
INV003877,Rajasthan,Udaipur,B30,36-45,Female,25.4,Verified
INV004034,Karnataka,Mysore,B30,46-55,Male,71.0,Verified
INV004399,Delhi,Noida,T30,56+,Female,52.3,Verified
INV000896,Karnataka,Mysore,B30,26-35,Male,14.7,Verified
INV002498,Gujarat,Ahmedabad,T30,36-45,Male,56.2,Verified
INV001444,Rajasthan,Jaipur,T30,36-45,Male,36.8,Verified
INV000987,Punjab,Amritsar,B30,26-35,Male,18.7,Verified
INV001448,Telangana,Hyderabad,T30,26-35,Female,14.2,Verified
INV000277,Rajasthan,Udaipur,B30,46-55,Male,28.1,Verified
INV000571,Rajasthan,Udaipur,B30,18-25,Male,6.7,Verified
INV003443,Madhya Pradesh,Bhopal,B30,26-35,Male,16.6,Verified
INV004800,West Bengal,Kolkata,T30,36-45,Female,22.6,Verified
INV001380,Haryana,Gurugram,T30,36-45,Male,27.6,Verified
INV002672,Rajasthan,Udaipur,B30,26-35,Male,10.2,Verified
INV002639,Gujarat,Ahmedabad,T30,36-45,Male,20.7,Verified
INV000118,Telangana,Hyderabad,T30,26-35,Male,20.2,Verified
INV000948,Tamil Nadu,Chennai,T30,46-55,Male,94.7,Verified
INV002559,Haryana,Faridabad,B30,18-25,Female,3.4,Verified
INV003137,Tamil Nadu,Coimbatore,B30,36-45,Male,15.9,Verified
INV004077,Delhi,New Delhi,T30,18-25,Female,3.5,Verified
